date,台北市,新北市,桃園市,台中市,台南市,高雄市,新竹縣,彰化縣,雲林縣,屏東縣,基隆市,宜蘭縣,新竹市,苗栗縣,嘉義市,嘉義縣,花蓮縣,台東縣,南投縣,澎湖縣,金門縣,連江縣,總計,公費累計接種人次,自費累計接種人次,AstraZeneca,Moderna,高端,BioNTech,第一劑累積接種人次,第二劑累積接種人次,追加劑,基礎加強劑
2021-05-07,18639,10824,12879,10916,4693,11899,2397,2918,1044,1830,1705,1575,1421,969,1751,1462,1828,511,1165,210,247,119,91002,66496,24506,,,,,,,,
2021-05-09,18927,11003,13026,11077,4781,12125,2398,3030,1044,1839,1705,1575,1472,980,1753,1462,1868,511,1165,210,263,119,92333,67289,24760,,,,,,,,
2021-05-10,20284,12302,14262,12304,5332,13524,2539,3356,1112,2011,1878,1694,1649,1057,1900,1531,2040,539,1403,277,263,119,101376,74802,26574,,,,,,,,
2021-05-11,22344,14129,15890,13827,6004,14627,2807,4028,1353,2328,2158,1921,1860,1279,2041,1679,2302,649,1549,332,263,119,113489,,,,,,,,,,
2021-05-12,24594,16919,17219,16547,6792,16296,3274,5159,1567,2858,2516,2193,2097,1539,2340,1801,2610,692,1749,460,263,184,129669,98554,31115,,,,,,,,
2021-05-13,26851,20703,19614,20101,7752,18457,3749,6958,1660,3548,2938,2762,2494,1995,2738,2145,3006,887,2509,647,263,220,151997,118312,33685,,,,,,,,
2021-05-14,31394,27130,23366,24779,8593,22053,4575,9232,2289,4589,3416,3735,2908,2756,3206,2722,3882,1081,3019,841,363,220,186149,149139,37010,,,,,,,,
2021-05-16,35336,28160,23682,26063,9255,23694,4800,9591,2463,4684,3492,3758,3529,2891,3212,2947,4198,1082,3061,876,363,220,197357,157186,37492,,,,,,,,
2021-05-17,39000,31754,26557,29570,10182,25313,5495,10888,2833,5302,3848,4578,4095,3041,3411,3540,4795,1167,3403,986,363,231,220352,180815,39537,,,,,,,,
2021-05-18,42657,37774,29949,32759,11295,26876,5861,12981,3737,5818,4379,5351,4513,3379,3828,4016,5338,1432,3724,1043,471,276,247457,204560,40448,,,,,,,,
2021-05-19,45143,41171,32921,35001,12160,28398,6325,14471,3962,6423,4451,5920,4887,3645,4007,4138,5773,1577,4067,1065,590,320,266415,223623,40966,,,,,,,,
2021-05-20,47263,44032,35752,37221,12561,29486,6452,15613,4057,6893,4595,6183,5322,4132,4149,4095,5882,1724,4553,1172,678,376,282191,240614,41033,,,,,,,,
2021-05-21,50383,47472,37878,38882,12990,31827,6846,16891,4395,7399,4889,6702,5706,4602,4235,4208,6080,1835,4784,1274,788,409,300475,258806,41038,,,,,,,,
2021-05-23,51262,48374,37888,38964,13529,31827,6950,16939,4429,7436,4961,6725,5706,4701,4247,4219,6281,1864,4795,1274,788,409,303568,261660,41038,,,,,,,,
2021-05-24,52879,50199,38672,39234,13880,32939,7195,17245,4486,7605,5101,6936,5773,4801,4369,4407,6501,1946,4981,1333,788,409,311679,270640,41038,,,,,,,,
2021-05-25,55223,51518,39204,39681,14376,34067,7286,17766,4600,7618,5233,7195,5797,4957,4523,4431,6579,1982,5072,1391,810,486,319795,,,,,,,,,,
2021-05-26,57291,52005,39522,40510,14562,34747,7532,18144,4622,7663,5510,7334,5832,4957,4772,4466,6633,2006,5115,1415,863,518,326019,284181,41066,,,,,,,,
2021-05-27,58547,53845,39880,41346,14682,35859,7572,18582,4666,7833,6191,7685,5956,5031,4960,4961,6822,2017,5920,1524,896,582,335357,292631,41085,,,,,,,,
2021-05-28,63926,59401,44156,44566,20138,45434,8215,20284,4993,9860,6980,8366,7569,5633,5811,6008,8227,2419,6676,1590,1049,582,381883,337144,41133,,,,,,,,
2021-05-30,74666,61899,48694,49221,27665,56364,8290,20828,5889,10041,7524,8463,9099,5656,5917,6392,8374,2419,6687,1611,1049,584,427332,377077,41133,,,,,,,,
2021-05-31,81693,71024,51023,60785,28795,56896,8605,21448,6719,11357,8128,9044,9637,6106,6407,7285,8827,2909,7119,1712,1049,650,467218,,,,,,,,,,
2021-06-01,84995,80255,54688,66962,29207,58439,10505,23786,8662,12505,8343,9789,10894,7050,7448,8119,9519,3030,7670,2075,1184,747,505872,459387,41190,,,,,,,,
2021-06-02,94204,92380,58287,77684,32265,65993,11807,24777,10224,14566,8822,10242,12592,7766,8395,8850,10324,3795,8979,2287,1403,944,566586,520839,41190,,,,,,,,
2021-06-03,104663,104192,62643,82618,35900,74952,13175,26478,11461,16638,9140,11175,13265,8592,9544,9426,10495,4574,9858,2515,1710,1118,624132,580132,41190,,,,,,,,
2021-06-04,117345,113916,66855,84593,40617,85760,13791,28060,13623,18360,9298,11900,13313,9316,11396,10244,11451,5404,10597,2761,2111,1271,681982,637228,41190,,,,,,,,
2021-06-06,130077,115840,67254,92635,43340,86073,13803,28167,13967,18376,9641,12012,13313,9327,12403,10476,11954,5532,10609,2762,2112,1334,711007,652997,41190,,,,,,,,
2021-06-07,137199,116509,71152,93829,44683,87002,13803,28793,13967,18496,9940,12388,13992,9430,12803,10678,12820,5532,10732,2982,2168,1433,730331,683629,41190,,,,,703641,21178,,
2021-06-08,144190,116615,75234,94726,45552,86980,14051,29493,13967,18632,10197,12656,14025,9710,13133,10849,13578,5540,10855,3227,2202,1586,746998,702386,41192,,,,,,,,
2021-06-09,145840,117248,79813,95884,46159,87132,14249,30585,14242,18672,10585,12668,14202,9870,13510,10970,13858,5540,11134,3371,2320,1894,759746,718540,41206,,,,,,,,
2021-06-10,,,,,,,,,,,,,,,,,,,,,,,782300,740991,41309,767160,15140,,,,,,
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,799129,757820,41309,774260,24869,,,,,,
2021-06-14,,,,,,,,,,,,,,,,,,,,,,,855125,813816,41309,823736,31389,,,,,,
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,1009160,967851,41309,971655,37505,,,985084,24076,,
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,1178104,1136795,41309,1133515,44589,,,,,,
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,1321839,1280530,41309,1273121,48718,,,,,,
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,1429514,1388205,41309,1374956,54558,,,,,,
2021-06-20,,,,,,,,,,,,,,,,,,,,,,,1541732,1500423,41309,1478402,63330,,,,,,
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,1616384,1575075,41309,1541941,74443,,,1587581,28803,,
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,1681936,1640627,41309,1595589,86347,,,1652232,29704,,
2021-06-23,,,,,,,,,,,,,,,,,,,,,,,1746130,,,1650166,95964,,,1714268,31862,,
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,1835225,,,1729057,106168,,,1801743,33482,,
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,1905474,,,1789224,116250,,,1869105,36369,,
2021-06-27,,,,,,,,,,,,,,,,,,,,,,,1926973,,,1808180,118793,,,1890292,36681,,
2021-06-28,305324,277789,197922,228749,145457,233205,36907,82441,54337,71653,33263,38280,34258,33691,32219,38295,33534,20756,36355,14486,10390,5281,1964592,,,1839324,125268,,,1926572,38020,,
2021-06-29,,,,,,,,,,,,,,,,,,,,,,,2002677,,,1872246,130431,,,1962990,39687,,
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,2043218,,,1908861,134357,,,2001418,41800,,
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,2087587,,,1930298,157289,,,2044241,43346,,
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,2278338,,,1949113,329225,,,2232145,46193,,
2021-07-04,,,,,,,,,,,,,,,,,,,,,,,2518860,,,1955561,563299,,,2472399,46461,,
2021-07-05,403292,387761,265986,281080,182373,333474,44395,119803,71148,92905,47888,48832,44936,49466,40907,51111,41029,24773,49413,24457,17383,6377,2628789,,,1963999,664790,,,2581047,47742,,
2021-07-06,,,,,,,,,,,,,,,,,,,,,,,2740540,,,1972073,768467,,,2691066,49474,,
2021-07-07,,,,,,,,,,,,,,,,,,,,,,,2899997,,,1980112,919885,,,2847653,52344,,
2021-07-08,,,,,,,,,,,,,,,,,,,,,,,3121081,,,1986497,1134584,,,3060361,60720,,
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,3357000,,,1996019,1360981,,,3284679,72321,,
2021-07-11,540587,521363,376625,393428,280509,414578,56013,164699,95951,146147,60103,65528,61848,66663,51139,65209,53145,35855,57116,29648,21988,7698,3565840,,,1998872,1566968,,,3492257,73583,,
2021-07-12,585967,584799,402760,396074,301689,448510,59804,179740,99925,156338,63657,69865,66247,71942,54220,68905,53892,38201,57730,30359,22849,8066,3821539,,,2005079,1816640,,,3742680,78859,,
2021-07-13,629833,638011,412569,431327,309476,485385,65960,198993,106269,161305,68403,74171,70670,77375,54656,75799,61374,39585,59424,31130,23888,8458,4084061,,,2012489,2071572,,,3998233,85828,,
2021-07-14,675233,697757,437438,452732,317653,522392,70444,207612,109838,162611,73084,78555,75476,83829,55385,80720,68040,41143,61729,31693,25131,8777,4337272,,,2019986,2317286,,,4242075,95197,,
2021-07-15,714682,755779,463942,483456,327684,570901,73964,211373,112758,172186,80561,82525,78034,86219,54417,86919,70737,44971,64208,32592,26815,8916,4603639,,,2026683,2576956,,,4496176,107463,,
2021-07-16,753987,822556,491383,526278,345752,603442,79838,225743,120464,181043,83553,87465,83923,92523,59653,91680,75048,49666,72111,33689,27927,8928,4916652,,,2228981,2687671,,,4790949,125703,,
2021-07-18,778197,875670,512406,538032,357758,650038,86181,240995,134245,196541,88133,92115,89067,97955,64788,101969,80073,52580,85182,34591,28662,8929,5194107,,,2467348,2726759,,,5064007,130100,,
2021-07-19,817187,924690,534942,552362,373876,664271,89863,254463,139444,203548,92192,97514,93767,101276,69579,105042,83268,54451,93690,36281,29353,8929,5419988,,,2655113,2764875,,,5279558,140430,,
2021-07-20,863444,964701,554113,600402,388970,684185,96115,266047,147749,206153,97667,103859,98574,103605,74958,106293,85134,55750,100206,37789,29896,8943,5674553,,,2877587,2796966,,,5520060,154493,,
2021-07-21,901479,1004476,570644,629855,405543,700911,100414,276737,153624,208377,101830,109144,103741,108461,80487,108582,87565,57074,106617,39076,30691,9172,5894500,,,3068120,2826380,,,5718272,176228,,
2021-07-22,934522,1019904,582496,669979,418398,709219,105726,283915,156191,211078,103254,113846,104953,111225,83127,109804,91002,57274,112700,40391,31349,9243,6059596,,,3203146,2856450,,,5858787,200809,,
2021-07-23,977608,1094323,585381,690130,443149,735455,112262,299826,174110,223301,104143,116821,111600,116783,90164,115505,95574,58833,118826,41958,32070,9243,6347065,,,3468310,2878755,,,6117598,229467,,
2021-07-25,1000259,1142738,617276,742047,470723,783738,120264,319882,183585,239483,107477,119526,116917,124686,92876,123181,97378,64083,122992,43326,32449,9243,6674129,,,3780005,2894124,,,6433287,240842,,
2021-07-26,1039014,1205722,659631,796772,495835,815949,127040,334929,190124,250038,111326,125702,123134,129297,98325,126703,102074,66277,128401,44426,33127,9284,7013130,,,4101387,2911743,,,6751025,262105,,
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,7318286,,,4387148,2931138,,,7030253,288033,,
2021-07-28,,,,,,,,,,,,,,,,,,,,,,,7588692,,,4633996,2954696,,,7273091,315601,,
2021-07-29,,,,,,,,,,,,,,,,,,,,,,,7826972,,,4852884,2974088,,,7484172,342800,,
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,8088871,,,5093665,2995206,,,7707830,381041,,
2021-08-01,,,,,,,,,,,,,,,,,,,,,,,8270213,,,5269165,3001048,,,7881726,388487,,
2021-08-02,,,,,,,,,,,,,,,,,,,,,,,8405085,,,5391638,3013447,,,8001300,403785,,
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,8501137,,,5474042,3027095,,,8083073,418064,,
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,8607387,,,5568768,3038619,,,8170117,437270,,
2021-08-05,,,,,,,,,,,,,,,,,,,,,,,8875048,,,5824943,3050105,,,8418179,456869,,
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,9154501,,,6094397,3060104,,,8661701,492800,,
2021-08-08,,,,,,,,,,,,,,,,,,,,,,,9180297,,,6116831,3063466,,,8679320,500977,,
2021-08-09,,,,,,,,,,,,,,,,,,,,,,,9228263,,,6158300,3069963,,,8709234,519029,,
2021-08-10,,,,,,,,,,,,,,,,,,,,,,,9265758,,,6190634,3075124,,,8725490,540268,,
2021-08-11,,,,,,,,,,,,,,,,,,,,,,,9433236,,,6209707,3223529,,,8867289,565947,,
2021-08-12,,,,,,,,,,,,,,,,,,,,,,,9602785,,,6228188,3374597,,,9006569,596216,,
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,9749241,,,6274195,3475046,,,9100495,648746,,
2021-08-15,,,,,,,,,,,,,,,,,,,,,,,9824837,,,6283662,3541175,,,9162953,661884,,
2021-08-16,,,,,,,,,,,,,,,,,,,,,,,9887295,,,6307256,3580039,,,9203556,683739,,
2021-08-17,,,,,,,,,,,,,,,,,,,,,,,9951034,,,6332070,3618964,,,9247088,703946,,
2021-08-18,,,,,,,,,,,,,,,,,,,,,,,9985997,,,6353743,3632254,,,9260988,725009,,
2021-08-19,,,,,,,,,,,,,,,,,,,,,,,10014566,,,6372240,3642326,,,9269265,745301,,
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,10057641,,,6400065,3657576,,,9285878,771763,,
2021-08-22,,,,,,,,,,,,,,,,,,,,,,,10067762,,,6407870,3659892,,,9290591,777171,,
2021-08-23,,,,,,,,,,,,,,,,,,,,,,,10246977,,,6415089,3664620,167268,,9463223,783754,,
2021-08-24,,,,,,,,,,,,,,,,,,,,,,,10404722,,,6440517,3677248,286957,,9602065,802657,,
2021-08-25,,,,,,,,,,,,,,,,,,,,,,,10497159,,,6459692,3685985,351482,,9678947,818212,,
2021-08-26,,,,,,,,,,,,,,,,,,,,,,,10586017,,,6484093,3698934,402990,,9742912,843105,,
2021-08-27,,,,,,,,,,,,,,,,,,,,,,,10779334,,,6516431,3711971,550932,,9908979,870355,,
2021-08-29,,,,,,,,,,,,,,,,,,,,,,,10886165,,,6530462,3715041,640662,,10005255,880910,,
2021-08-30,,,,,,,,,,,,,,,,,,,,,,,10928720,,,6556653,3723389,648678,,10028069,900651,,
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,10958966,,,6575708,3732428,650830,,10038004,920962,,
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,10982471,,,6589379,3741157,651935,,10046132,936339,,
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,11004240,,,6600608,3750675,652957,,10051070,953170,,
2021-09-03,,,,,,,,,,,,,,,,,,,,,,,11243600,,,6831233,3758083,654284,,10272559,971041,,
2021-09-05,,,,,,,,,,,,,,,,,,,,,,,11380968,,,6957150,3762012,661806,,10399097,981871,,
2021-09-06,,,,,,,,,,,,,,,,,,,,,,,11456359,,,7014794,3764390,677175,,10468680,987679,,
2021-09-07,,,,,,,,,,,,,,,,,,,,,,,11548606,,,7097162,3766417,685027,,10552459,996147,,
2021-09-08,,,,,,,,,,,,,,,,,,,,,,,11660683,,,7197802,3769399,693482,,10652241,1008442,,
2021-09-09,,,,,,,,,,,,,,,,,,,,,,,11961678,,,7489321,3771914,700443,,10941158,1020520,,
2021-09-10,,,,,,,,,,,,,,,,,,,,,,,12301555,,,7814049,3778191,709315,,11263210,1038345,,
2021-09-12,,,,,,,,,,,,,,,,,,,,,,,12463192,,,7967003,3779909,716280,,11416544,1046648,,
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,12488096,,,7983293,3786612,718191,,11433445,1054651,,
2021-09-14,,,,,,,,,,,,,,,,,,,,,,,12504662,,,7991608,3793887,719167,,11442116,1062546,,
2021-09-15,,,,,,,,,,,,,,,,,,,,,,,12708428,,,8191399,3797017,720012,,11483332,1225096,,
2021-09-16,,,,,,,,,,,,,,,,,,,,,,,12938098,,,8416593,3801017,720488,,11536036,1402062,,
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,13171843,,,8645650,3805277,720916,,11593038,1578805,,
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,13405357,,,8875928,3807249,722180,,11689760,1715597,,
2021-09-22,,,,,,,,,,,,,,,,,,,,,,,13589767,,,9026048,3831689,723208,8822,11763739,1826028,,
2021-09-23,,,,,,,,,,,,,,,,,,,,,,,13856466,,,9159837,3873320,723809,99500,11912534,1943932,,
2021-09-24,,,,,,,,,,,,,,,,,,,,,,,14142461,,,9207866,3958749,724534,251312,12075243,2067218,,
2021-09-26,,,,,,,,,,,,,,,,,,,,,,,14430076,,,9244033,4013551,724866,447626,12278191,2151885,,
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,14763330,,,9262713,4045245,738132,717240,12551676,2211654,,
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,15091281,,,9285582,4080377,751954,973368,12812763,2278518,,
2021-09-29,,,,,,,,,,,,,,,,,,,,,,,15441421,,,9307266,4149262,764343,1220550,13065648,2375773,,
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,15880889,,,9327099,4218430,942845,1392515,13243149,2637740,,
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,16277198,,,9338594,4273358,1097121,1568125,13424778,2852420,,
2021-10-03,,,,,,,,,,,,,,,,,,,,,,,16558959,,,9348205,4375490,1219205,1616059,13477691,3081268,,
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,16820590,,,9365612,4562795,1234919,1657264,13524914,3295676,,
2021-10-05,,,,,,,,,,,,,,,,,,,,,,,17021317,,,9384599,4690917,1241455,1704346,13577317,3444000,,
2021-10-06,,,,,,,,,,,,,,,,,,,,,,,17218445,,,9454654,4777420,1250844,1735527,13616764,3601681,,
2021-10-07,,,,,,,,,,,,,,,,,,,,,,,17541591,,,9679229,4827495,1262609,1772258,13666555,3875036,,
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,17887465,,,9941380,4867954,1274105,1804026,13711680,4175785,,
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,18240856,,,10179522,4928987,1294833,1837514,13759882,4480974,,
2021-10-12,,,,,,,,,,,,,,,,,,,,,,,18497356,,,10344651,4953073,1334187,1865445,13797381,4699975,,
2021-10-13,,,,,,,,,,,,,,,,,,,,,,,18766730,,,10396154,4985799,1342143,2042634,13980025,4786705,,
2021-10-14,,,,,,,,,,,,,,,,,,,,,,,19026022,,,10418032,5052119,1345784,2210087,14152139,4873883,,
2021-10-15,,,,,,,,,,,,,,,,,,,,,,,19435019,,,10531280,5107669,1349750,2446320,14395967,5039052,,
2021-10-17,,,,,,,,,,,,,,,,,,,,,,,19825683,,,10635251,5172618,1351640,2666174,14620207,5205476,,
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,20204959,,,10739758,5192434,1354554,2918213,14877506,5327453,,
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,20541421,,,10884262,5201412,1357099,3098648,15063365,5478056,,
2021-10-20,,,,,,,,,,,,,,,,,,,,,,,20920995,,,11090191,5212646,1359371,3258787,15229608,5691387,,
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,21264787,,,11301113,5225023,1362524,3376127,15353595,5911192,,
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,21717020,,,11391611,5387150,1365689,3572570,15555520,6161500,,
2021-10-24,,,,,,,,,,,,,,,,,,,,,,,22283271,,,11537736,5498879,1367189,3879467,15865789,6417482,,
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,22783694,,,11675100,5625943,1369639,4113012,16105123,6678571,,
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,23217629,,,11811679,5750635,1371996,4283319,16281201,6936428,,
2021-10-27,,,,,,,,,,,,,,,,,,,,,,,23637150,,,12007173,5854483,1374318,4401176,16404793,7232357,,
2021-10-28,,,,,,,,,,,,,,,,,,,,,,,24048734,,,12100866,5919909,1382354,4645605,16656545,7392189,,
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,24481074,,,12183227,5976884,1385616,4935347,16951012,7530062,,
2021-10-31,,,,,,,,,,,,,,,,,,,,,,,24870150,,,12250440,6036462,1387755,5195493,17214718,7655432,,
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,25182013,,,12387143,6141805,1390611,5262454,17286000,7896013,,
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,25486269,,,12568377,6222339,1393611,5301942,17331396,8154873,,
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,25778064,,,12750319,6282574,1395755,5349396,17384932,8393132,,
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,25851240,,,12778777,6317319,1392605,5362539,17399450,8451790,,
2021-11-07,,,,,,,,,,,,,,,,,,,,,,,26281921,,,12942159,6367824,1403311,5568627,17484037,8797884,,
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,26542566,,,13073168,6375658,1405518,5688222,17557602,8984964,,
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,26768810,,,13170738,6394902,1407507,5795663,17622921,9145889,,
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,27004426,,,13266874,6411445,1410102,5916005,17689522,9314904,,
2021-11-11,,,,,,,,,,,,,,,,,,,,,,,27210265,,,13350553,6428319,1412242,6019151,17744846,9465419,,
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,27479599,,,13455726,6447586,1414816,6161471,17808765,9670834,,
2021-11-14,,,,,,,,,,,,,,,,,,,,,,,27689479,,,13511716,6560319,1416366,6201078,17851199,9838280,,
2021-11-15,,,,,,,,,,,,,,,,,,,,,,,27927621,,,13582769,6665087,1418100,6261665,17891819,10035802,,
2021-11-16,,,,,,,,,,,,,,,,,,,,,,,28161546,,,13666214,6749900,1419736,6325696,17931470,10230076,,
2021-11-17,,,,,,,,,,,,,,,,,,,,,,,28403884,,,13779721,6804387,1421312,6398464,17961336,10442548,,
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,28679327,,,13958235,6830082,1422620,6468390,17981769,10697558,,
2021-11-21,,,,,,,,,,,,,,,,,,,,,,,29223299,,,14235396,6954189,1425234,6608480,18038154,11185145,,
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,29515207,,,14385425,7025679,1426907,6677196,18064753,11450454,,
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,29749086,,,14489676,7087425,1428143,6743842,18087393,11661693,,
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,29932419,,,14538435,7149446,1429750,6814788,18109173,11823246,,
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,30254219,,,14575704,7170461,1431341,7076713,18136444,12117775,,
2021-11-28,,,,,,,,,,,,,,,,,,,,,,,30965234,,,14645605,7210306,1434481,7674842,18193419,12771815,,
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,31255998,,,14725287,7229236,1435924,7865551,18216396,13039602,,
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,31546833,,,14770294,7258804,1437699,8080036,18246772,13300061,,
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,31810156,,,14813836,7283274,1439399,8273647,18272135,13538021,,
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,31998733,,,14838075,7298908,1440896,8420854,18281218,13717515,,
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,32275289,,,14863553,7316104,1440973,8654659,18290428,13982639,,
2021-12-05,,,,,,,,,,,,,,,,,,,,,,,32476595,,,14878325,7335816,1442280,8820174,18302323,14169298,4974,
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,32689219,,,14896252,7355062,1444094,8993811,18317806,14362320,9093,
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,32898401,,,14907479,7379065,1446437,9165420,18338424,14546859,13118,
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,33088264,,,14921888,7398539,1449105,9318732,18355174,14716533,16557,
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,33222844,,,14933319,7419074,1451937,9418514,18391917,14808239,22688,
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,33403628,,,14953560,7440498,1454483,9555087,18436686,14938092,28850,
2021-12-12,,,,,,,,,,,,,,,,,,,,,,,33527492,,,14970649,7459043,1456201,9641599,18472049,15025155,30288,
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,33640770,,,14981760,7476022,1458647,9724341,18503657,15104174,32939,
